year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2018,5556139,210,East Lothian,Preston Lodge High School,Secondary,trend,Teacher Numbers (FTE),73.6,
2018,5556236,210,East Lothian,Ross High School,Secondary,trend,Average Class,0,
2018,5556236,210,East Lothian,Ross High School,Secondary,trend,Pupil Numbers,"1,106",
2018,5556236,210,East Lothian,Ross High School,Secondary,trend,Pupil Teacher Ratio,12,
2018,5556236,210,East Lothian,Ross High School,Secondary,trend,Teacher Numbers (FTE),92.4,
2018,5601932,355,Scottish Borders,Peebles High School,Secondary,trend,Average Class,0,
2018,5601932,355,Scottish Borders,Peebles High School,Secondary,trend,Pupil Numbers,"1,266",
2018,5601932,355,Scottish Borders,Peebles High School,Secondary,trend,Pupil Teacher Ratio,14.1,
2018,5601932,355,Scottish Borders,Peebles High School,Secondary,trend,Teacher Numbers (FTE),89.9,
2018,5616530,355,Scottish Borders,Earlston High School,Secondary,trend,Average Class,0,
2018,5616530,355,Scottish Borders,Earlston High School,Secondary,trend,Pupil Numbers,"1,048",
2018,5616530,355,Scottish Borders,Earlston High School,Secondary,trend,Pupil Teacher Ratio,13.5,
2018,5616530,355,Scottish Borders,Earlston High School,Secondary,trend,Teacher Numbers (FTE),77.8,
2018,5619734,355,Scottish Borders,Galashiels Academy,Secondary,trend,Average Class,0,
2018,5619734,355,Scottish Borders,Galashiels Academy,Secondary,trend,Pupil Numbers,800,
2018,5619734,355,Scottish Borders,Galashiels Academy,Secondary,trend,Pupil Teacher Ratio,12.2,
2018,5619734,355,Scottish Borders,Galashiels Academy,Secondary,trend,Teacher Numbers (FTE),65.4,
2018,5619831,355,Scottish Borders,Selkirk High School,Secondary,trend,Average Class,0,
2018,5619831,355,Scottish Borders,Selkirk High School,Secondary,trend,Pupil Numbers,397,
2018,5619831,355,Scottish Borders,Selkirk High School,Secondary,trend,Pupil Teacher Ratio,10.9,
2018,5619831,355,Scottish Borders,Selkirk High School,Secondary,trend,Teacher Numbers (FTE),36.6,
2018,5632536,355,Scottish Borders,Hawick High School,Secondary,trend,Average Class,0,
2018,5632536,355,Scottish Borders,Hawick High School,Secondary,trend,Pupil Numbers,807,
2018,5632536,355,Scottish Borders,Hawick High School,Secondary,trend,Pupil Teacher Ratio,10.2,
2018,5632536,355,Scottish Borders,Hawick High School,Secondary,trend,Teacher Numbers (FTE),79,
2018,5632730,355,Scottish Borders,Jedburgh Grammar School,Secondary,trend,Average Class,0,
2018,5632730,355,Scottish Borders,Jedburgh Grammar School,Secondary,trend,Pupil Numbers,345,
2018,5632730,355,Scottish Borders,Jedburgh Grammar School,Secondary,trend,Pupil Teacher Ratio,10.1,
2018,5632730,355,Scottish Borders,Jedburgh Grammar School,Secondary,trend,Teacher Numbers (FTE),34.2,
2018,5632838,355,Scottish Borders,Kelso High School,Secondary,trend,Average Class,0,
2018,5632838,355,Scottish Borders,Kelso High School,Secondary,trend,Pupil Numbers,611,
2018,5632838,355,Scottish Borders,Kelso High School,Secondary,trend,Pupil Teacher Ratio,12.5,
2018,5632838,355,Scottish Borders,Kelso High School,Secondary,trend,Teacher Numbers (FTE),48.7,
2018,5647339,355,Scottish Borders,Berwickshire High School,Secondary,trend,Average Class,0,
2018,5647339,355,Scottish Borders,Berwickshire High School,Secondary,trend,Pupil Numbers,693,
2018,5647339,355,Scottish Borders,Berwickshire High School,Secondary,trend,Pupil Teacher Ratio,13.3,
2018,5647339,355,Scottish Borders,Berwickshire High School,Secondary,trend,Teacher Numbers (FTE),52.3,
2018,5647436,355,Scottish Borders,Eyemouth High School,Secondary,trend,Average Class,0,
2018,5647436,355,Scottish Borders,Eyemouth High School,Secondary,trend,Pupil Numbers,452,
2018,5647436,355,Scottish Borders,Eyemouth High School,Secondary,trend,Pupil Teacher Ratio,11.2,
2018,5647436,355,Scottish Borders,Eyemouth High School,Secondary,trend,Teacher Numbers (FTE),40.3,
2018,5702534,150,Clackmannanshire,Alloa Academy,Secondary,trend,Average Class,0,
2018,5702534,150,Clackmannanshire,Alloa Academy,Secondary,trend,Pupil Numbers,659,
2018,5702534,150,Clackmannanshire,Alloa Academy,Secondary,trend,Pupil Teacher Ratio,9.7,
2018,5702534,150,Clackmannanshire,Alloa Academy,Secondary,trend,Teacher Numbers (FTE),68.2,
2018,5702631,150,Clackmannanshire,Lornshill Academy,Secondary,trend,Average Class,0,
2018,5702631,150,Clackmannanshire,Lornshill Academy,Secondary,trend,Pupil Numbers,977,
2018,5702631,150,Clackmannanshire,Lornshill Academy,Secondary,trend,Pupil Teacher Ratio,12.4,
2018,5702631,150,Clackmannanshire,Lornshill Academy,Secondary,trend,Teacher Numbers (FTE),78.8,
2018,5702836,150,Clackmannanshire,Alva Academy,Secondary,trend,Average Class,0,
2018,5702836,150,Clackmannanshire,Alva Academy,Secondary,trend,Pupil Numbers,849,
2018,5702836,150,Clackmannanshire,Alva Academy,Secondary,trend,Pupil Teacher Ratio,13.2,
2018,5702836,150,Clackmannanshire,Alva Academy,Secondary,trend,Teacher Numbers (FTE),64.2,
2018,5722330,390,Stirling,McLaren High School,Secondary,trend,Average Class,0,
2018,5722330,390,Stirling,McLaren High School,Secondary,trend,Pupil Numbers,629,
2018,5722330,390,Stirling,McLaren High School,Secondary,trend,Pupil Teacher Ratio,13,
2018,5722330,390,Stirling,McLaren High School,Secondary,trend,Teacher Numbers (FTE),48.2,
2018,5722438,390,Stirling,Dunblane High School,Secondary,trend,Average Class,0,
2018,5722438,390,Stirling,Dunblane High School,Secondary,trend,Pupil Numbers,928,
2018,5722438,390,Stirling,Dunblane High School,Secondary,trend,Pupil Teacher Ratio,13.4,
2018,5722438,390,Stirling,Dunblane High School,Secondary,trend,Teacher Numbers (FTE),69.5,
2018,5726034,390,Stirling,Balfron High School,Secondary,trend,Average Class,0,
2018,5726034,390,Stirling,Balfron High School,Secondary,trend,Pupil Numbers,848,
2018,5726034,390,Stirling,Balfron High School,Secondary,trend,Pupil Teacher Ratio,13.2,
2018,5726034,390,Stirling,Balfron High School,Secondary,trend,Teacher Numbers (FTE),64.2,
2018,5726131,390,Stirling,Bannockburn High School,Secondary,trend,Average Class,0,
2018,5726131,390,Stirling,Bannockburn High School,Secondary,trend,Pupil Numbers,604,
2018,5726131,390,Stirling,Bannockburn High School,Secondary,trend,Pupil Teacher Ratio,12.6,
2018,5726131,390,Stirling,Bannockburn High School,Secondary,trend,Teacher Numbers (FTE),47.9,
2018,5726239,390,Stirling,Stirling High School,Secondary,trend,Average Class,0,
2018,5726239,390,Stirling,Stirling High School,Secondary,trend,Pupil Numbers,944,
2018,5726239,390,Stirling,Stirling High School,Secondary,trend,Pupil Teacher Ratio,13.4,
2018,5726239,390,Stirling,Stirling High School,Secondary,trend,Teacher Numbers (FTE),70.3,
2018,5726336,390,Stirling,St Modan's High School,Secondary,trend,Average Class,0,
2018,5726336,390,Stirling,St Modan's High School,Secondary,trend,Pupil Numbers,978,
2018,5726336,390,Stirling,St Modan's High School,Secondary,trend,Pupil Teacher Ratio,12.7,
2018,5726336,390,Stirling,St Modan's High School,Secondary,trend,Teacher Numbers (FTE),77,
2018,5726530,390,Stirling,Wallace High School,Secondary,trend,Average Class,0,
2018,5726530,390,Stirling,Wallace High School,Secondary,trend,Pupil Numbers,"1,014",
2018,5726530,390,Stirling,Wallace High School,Secondary,trend,Pupil Teacher Ratio,12.2,
2018,5726530,390,Stirling,Wallace High School,Secondary,trend,Teacher Numbers (FTE),82.8,
2018,5745438,240,Falkirk,Denny High School,Secondary,trend,Average Class,0,
2018,5745438,240,Falkirk,Denny High School,Secondary,trend,Pupil Numbers,"1,298",
2018,5745438,240,Falkirk,Denny High School,Secondary,trend,Pupil Teacher Ratio,11.1,
2018,5745438,240,Falkirk,Denny High School,Secondary,trend,Teacher Numbers (FTE),116.5,
2018,5745632,240,Falkirk,Falkirk High School,Secondary,trend,Average Class,0,
2018,5745632,240,Falkirk,Falkirk High School,Secondary,trend,Pupil Numbers,"1,093",
2018,5745632,240,Falkirk,Falkirk High School,Secondary,trend,Pupil Teacher Ratio,11.1,
2018,5745632,240,Falkirk,Falkirk High School,Secondary,trend,Teacher Numbers (FTE),98.9,
2018,5746132,240,Falkirk,Graeme High School,Secondary,trend,Average Class,0,
2018,5746132,240,Falkirk,Graeme High School,Secondary,trend,Pupil Numbers,"1,073",
2018,5746132,240,Falkirk,Graeme High School,Secondary,trend,Pupil Teacher Ratio,12,
2018,5746132,240,Falkirk,Graeme High School,Secondary,trend,Teacher Numbers (FTE),89.7,
2018,5746434,240,Falkirk,St Mungo's RC High School,Secondary,trend,Average Class,0,
2018,5746434,240,Falkirk,St Mungo's RC High School,Secondary,trend,Pupil Numbers,"1,177",
2018,5746434,240,Falkirk,St Mungo's RC High School,Secondary,trend,Pupil Teacher Ratio,11.7,
2018,5746434,240,Falkirk,St Mungo's RC High School,Secondary,trend,Teacher Numbers (FTE),100.9,
2018,5746531,240,Falkirk,Braes High School,Secondary,trend,Average Class,0,
2018,5746531,240,Falkirk,Braes High School,Secondary,trend,Pupil Numbers,980,
2018,5746531,240,Falkirk,Braes High School,Secondary,trend,Pupil Teacher Ratio,11.1,
2018,5746531,240,Falkirk,Braes High School,Secondary,trend,Teacher Numbers (FTE),88.5,
2018,5746639,240,Falkirk,Grangemouth High School,Secondary,trend,Average Class,0,
2018,5746639,240,Falkirk,Grangemouth High School,Secondary,trend,Pupil Numbers,747,
2018,5746639,240,Falkirk,Grangemouth High School,Secondary,trend,Pupil Teacher Ratio,9.8,
2018,5746639,240,Falkirk,Grangemouth High School,Secondary,trend,Teacher Numbers (FTE),75.9,
2018,5747031,240,Falkirk,Larbert High School,Secondary,trend,Average Class,0,
2018,5747031,240,Falkirk,Larbert High School,Secondary,trend,Pupil Numbers,"1,780",
2018,5747031,240,Falkirk,Larbert High School,Secondary,trend,Pupil Teacher Ratio,12.3,
2018,5747031,240,Falkirk,Larbert High School,Secondary,trend,Teacher Numbers (FTE),145.2,
2018,5758734,240,Falkirk,Bo'ness Academy,Secondary,trend,Average Class,0,
2018,5758734,240,Falkirk,Bo'ness Academy,Secondary,trend,Pupil Numbers,699,
2018,5758734,240,Falkirk,Bo'ness Academy,Secondary,trend,Pupil Teacher Ratio,10.2,
2018,5758734,240,Falkirk,Bo'ness Academy,Secondary,trend,Teacher Numbers (FTE),68.2,
2018,5902932,170,Dumfries & Galloway,Douglas Ewart High School,Secondary,trend,Average Class,0,
2018,5902932,170,Dumfries & Galloway,Douglas Ewart High School,Secondary,trend,Pupil Numbers,613,
2018,5902932,170,Dumfries & Galloway,Douglas Ewart High School,Secondary,trend,Pupil Teacher Ratio,12.4,
2018,5902932,170,Dumfries & Galloway,Douglas Ewart High School,Secondary,trend,Teacher Numbers (FTE),49.4,
2018,5903130,170,Dumfries & Galloway,Stranraer Academy,Secondary,trend,Average Class,0,
2018,5903130,170,Dumfries & Galloway,Stranraer Academy,Secondary,trend,Pupil Numbers,929,
2018,5903130,170,Dumfries & Galloway,Stranraer Academy,Secondary,trend,Pupil Teacher Ratio,13.7,
2018,5903130,170,Dumfries & Galloway,Stranraer Academy,Secondary,trend,Teacher Numbers (FTE),67.7,
2018,5918030,170,Dumfries & Galloway,Castle Douglas High School,Secondary,trend,Average Class,0,
2018,5918030,170,Dumfries & Galloway,Castle Douglas High School,Secondary,trend,Pupil Numbers,513,
2018,5918030,170,Dumfries & Galloway,Castle Douglas High School,Secondary,trend,Pupil Teacher Ratio,12.3,
2018,5918030,170,Dumfries & Galloway,Castle Douglas High School,Secondary,trend,Teacher Numbers (FTE),41.7,
2018,5918138,170,Dumfries & Galloway,Dalbeattie High School,Secondary,trend,Average Class,0,
2018,5918138,170,Dumfries & Galloway,Dalbeattie High School,Secondary,trend,Pupil Numbers,370,
2018,5918138,170,Dumfries & Galloway,Dalbeattie High School,Secondary,trend,Pupil Teacher Ratio,10.7,
2018,5918138,170,Dumfries & Galloway,Dalbeattie High School,Secondary,trend,Teacher Numbers (FTE),34.6,
2018,5918332,170,Dumfries & Galloway,Dalry Secondary School,Secondary,trend,Average Class,0,
2018,5918332,170,Dumfries & Galloway,Dalry Secondary School,Secondary,trend,Pupil Numbers,44,
2018,5918332,170,Dumfries & Galloway,Dalry Secondary School,Secondary,trend,Pupil Teacher Ratio,5.1,
2018,5918332,170,Dumfries & Galloway,Dalry Secondary School,Secondary,trend,Teacher Numbers (FTE),8.7,
2018,5918731,170,Dumfries & Galloway,Kirkcudbright Academy,Secondary,trend,Average Class,0,
2018,5918731,170,Dumfries & Galloway,Kirkcudbright Academy,Secondary,trend,Pupil Numbers,383,
2018,5918731,170,Dumfries & Galloway,Kirkcudbright Academy,Secondary,trend,Pupil Teacher Ratio,11.4,
2018,5918731,170,Dumfries & Galloway,Kirkcudbright Academy,Secondary,trend,Teacher Numbers (FTE),33.7,
2018,5939038,170,Dumfries & Galloway,Dumfries Academy,Secondary,trend,Average Class,0,
2018,5939038,170,Dumfries & Galloway,Dumfries Academy,Secondary,trend,Pupil Numbers,670,
2018,5939038,170,Dumfries & Galloway,Dumfries Academy,Secondary,trend,Pupil Teacher Ratio,13.8,
2018,5939038,170,Dumfries & Galloway,Dumfries Academy,Secondary,trend,Teacher Numbers (FTE),48.4,
2018,5939232,170,Dumfries & Galloway,Dumfries High School,Secondary,trend,Average Class,0,
2018,5939232,170,Dumfries & Galloway,Dumfries High School,Secondary,trend,Pupil Numbers,772,
2018,5939232,170,Dumfries & Galloway,Dumfries High School,Secondary,trend,Pupil Teacher Ratio,13.8,
2018,5939232,170,Dumfries & Galloway,Dumfries High School,Secondary,trend,Teacher Numbers (FTE),55.8,
2018,5939631,170,Dumfries & Galloway,Sanquhar Academy,Secondary,trend,Average Class,0,
2018,5939631,170,Dumfries & Galloway,Sanquhar Academy,Secondary,trend,Pupil Numbers,260,
2018,5939631,170,Dumfries & Galloway,Sanquhar Academy,Secondary,trend,Pupil Teacher Ratio,8.6,
2018,5939631,170,Dumfries & Galloway,Sanquhar Academy,Secondary,trend,Teacher Numbers (FTE),30.1,
2018,5939739,170,Dumfries & Galloway,Wallace Hall Academy,Secondary,trend,Average Class,0,
2018,5939739,170,Dumfries & Galloway,Wallace Hall Academy,Secondary,trend,Pupil Numbers,540,
2018,5939739,170,Dumfries & Galloway,Wallace Hall Academy,Secondary,trend,Pupil Teacher Ratio,13.5,
2018,5939739,170,Dumfries & Galloway,Wallace Hall Academy,Secondary,trend,Teacher Numbers (FTE),39.9,
2018,5941032,170,Dumfries & Galloway,St Joseph's College,Secondary,trend,Average Class,0,
2018,5941032,170,Dumfries & Galloway,St Joseph's College,Secondary,trend,Pupil Numbers,720,
2018,5941032,170,Dumfries & Galloway,St Joseph's College,Secondary,trend,Pupil Teacher Ratio,13.9,
2018,5941032,170,Dumfries & Galloway,St Joseph's College,Secondary,trend,Teacher Numbers (FTE),51.9,
2018,5948339,170,Dumfries & Galloway,Annan Academy,Secondary,trend,Average Class,0,
2018,5948339,170,Dumfries & Galloway,Annan Academy,Secondary,trend,Pupil Numbers,838,
2018,5948339,170,Dumfries & Galloway,Annan Academy,Secondary,trend,Pupil Teacher Ratio,13.6,
2018,5948339,170,Dumfries & Galloway,Annan Academy,Secondary,trend,Teacher Numbers (FTE),61.5,
2018,5948533,170,Dumfries & Galloway,Langholm Academy,Secondary,trend,Average Class,0,
2018,5948533,170,Dumfries & Galloway,Langholm Academy,Secondary,trend,Pupil Numbers,247,
2018,5948533,170,Dumfries & Galloway,Langholm Academy,Secondary,trend,Pupil Teacher Ratio,10.1,
2018,5948533,170,Dumfries & Galloway,Langholm Academy,Secondary,trend,Teacher Numbers (FTE),24.5,
2018,5948630,170,Dumfries & Galloway,Lockerbie Academy,Secondary,trend,Average Class,0,
2018,5948630,170,Dumfries & Galloway,Lockerbie Academy,Secondary,trend,Pupil Numbers,743,
2018,5948630,170,Dumfries & Galloway,Lockerbie Academy,Secondary,trend,Pupil Teacher Ratio,13,
2018,5948630,170,Dumfries & Galloway,Lockerbie Academy,Secondary,trend,Teacher Numbers (FTE),57,
2018,5948738,170,Dumfries & Galloway,Moffat Academy,Secondary,trend,Average Class,0,
2018,5948738,170,Dumfries & Galloway,Moffat Academy,Secondary,trend,Pupil Numbers,256,
2018,5948738,170,Dumfries & Galloway,Moffat Academy,Secondary,trend,Pupil Teacher Ratio,9.5,
2018,5948738,170,Dumfries & Galloway,Moffat Academy,Secondary,trend,Teacher Numbers (FTE),26.8,
2018,6002730,330,Orkney Islands,Kirkwall Grammar School,Secondary,trend,Average Class,0,
2018,6002730,330,Orkney Islands,Kirkwall Grammar School,Secondary,trend,Pupil Numbers,802,
2018,6002730,330,Orkney Islands,Kirkwall Grammar School,Secondary,trend,Pupil Teacher Ratio,10.7,
2018,6002730,330,Orkney Islands,Kirkwall Grammar School,Secondary,trend,Teacher Numbers (FTE),75,
2018,6003036,330,Orkney Islands,Westray Junior High School,Secondary,trend,Average Class,0,
2018,6003036,330,Orkney Islands,Westray Junior High School,Secondary,trend,Pupil Numbers,23,
2018,6003036,330,Orkney Islands,Westray Junior High School,Secondary,trend,Pupil Teacher Ratio,4.6,
2018,6003036,330,Orkney Islands,Westray Junior High School,Secondary,trend,Teacher Numbers (FTE),5,
2018,6003230,330,Orkney Islands,Sanday Community School,Secondary,trend,Average Class,0,
2018,6003230,330,Orkney Islands,Sanday Community School,Secondary,trend,Pupil Numbers,24,
2018,6003230,330,Orkney Islands,Sanday Community School,Secondary,trend,Pupil Teacher Ratio,4.5,
2018,6003230,330,Orkney Islands,Sanday Community School,Secondary,trend,Teacher Numbers (FTE),5.4,
2018,6003532,330,Orkney Islands,Stromness Academy,Secondary,trend,Average Class,0,
2018,6003532,330,Orkney Islands,Stromness Academy,Secondary,trend,Pupil Numbers,343,
2018,6003532,330,Orkney Islands,Stromness Academy,Secondary,trend,Pupil Teacher Ratio,9.7,
2018,6003532,330,Orkney Islands,Stromness Academy,Secondary,trend,Teacher Numbers (FTE),35.3,
2018,6003834,330,Orkney Islands,Stronsay Junior High School,Secondary,trend,Average Class,0,
2018,6003834,330,Orkney Islands,Stronsay Junior High School,Secondary,trend,Pupil Numbers,12,
2018,6003834,330,Orkney Islands,Stronsay Junior High School,Secondary,trend,Pupil Teacher Ratio,2.4,
2018,6003834,330,Orkney Islands,Stronsay Junior High School,Secondary,trend,Teacher Numbers (FTE),5,
2018,6103030,360,Shetland Islands,Aith Junior High School,Secondary,trend,Average Class,0,
2018,6103030,360,Shetland Islands,Aith Junior High School,Secondary,trend,Pupil Numbers,79,
2018,6103030,360,Shetland Islands,Aith Junior High School,Secondary,trend,Pupil Teacher Ratio,7.4,
2018,6103030,360,Shetland Islands,Aith Junior High School,Secondary,trend,Teacher Numbers (FTE),10.7,
2018,6103138,360,Shetland Islands,Baltasound Junior High School,Secondary,trend,Average Class,0,
2018,6103138,360,Shetland Islands,Baltasound Junior High School,Secondary,trend,Pupil Numbers,24,
2018,6103138,360,Shetland Islands,Baltasound Junior High School,Secondary,trend,Pupil Teacher Ratio,4.4,
2018,6103138,360,Shetland Islands,Baltasound Junior High School,Secondary,trend,Teacher Numbers (FTE),5.5,
2018,6103332,360,Shetland Islands,Brae High School,Secondary,trend,Average Class,0,
2018,6103332,360,Shetland Islands,Brae High School,Secondary,trend,Pupil Numbers,140,
2018,6103332,360,Shetland Islands,Brae High School,Secondary,trend,Pupil Teacher Ratio,5.8,
2018,6103332,360,Shetland Islands,Brae High School,Secondary,trend,Teacher Numbers (FTE),24.1,
2018,6103634,360,Shetland Islands,Anderson High School,Secondary,trend,Average Class,0,
2018,6103634,360,Shetland Islands,Anderson High School,Secondary,trend,Pupil Numbers,918,
2018,6103634,360,Shetland Islands,Anderson High School,Secondary,trend,Pupil Teacher Ratio,11.6,
2018,6103634,360,Shetland Islands,Anderson High School,Secondary,trend,Teacher Numbers (FTE),79.2,
2018,6103731,360,Shetland Islands,Mid Yell Junior High School,Secondary,trend,Average Class,0,
2018,6103731,360,Shetland Islands,Mid Yell Junior High School,Secondary,trend,Pupil Numbers,42,
2018,6103731,360,Shetland Islands,Mid Yell Junior High School,Secondary,trend,Pupil Teacher Ratio,4.6,
2018,6103731,360,Shetland Islands,Mid Yell Junior High School,Secondary,trend,Teacher Numbers (FTE),9.2,
2018,6103839,360,Shetland Islands,Sandwick Junior High School,Secondary,trend,Average Class,0,
2018,6103839,360,Shetland Islands,Sandwick Junior High School,Secondary,trend,Pupil Numbers,132,
2018,6103839,360,Shetland Islands,Sandwick Junior High School,Secondary,trend,Pupil Teacher Ratio,8.9,
2018,6103839,360,Shetland Islands,Sandwick Junior High School,Secondary,trend,Teacher Numbers (FTE),14.8,
2018,6104134,360,Shetland Islands,Whalsay School,Secondary,trend,Average Class,0,
2018,6104134,360,Shetland Islands,Whalsay School,Secondary,trend,Pupil Numbers,45,
2018,6104134,360,Shetland Islands,Whalsay School,Secondary,trend,Pupil Teacher Ratio,4.8,
2018,6104134,360,Shetland Islands,Whalsay School,Secondary,trend,Teacher Numbers (FTE),9.5,
2018,6203132,235,Na h-Eileanan Siar,Castlebay School,Secondary,trend,Average Class,0,
2018,6203132,235,Na h-Eileanan Siar,Castlebay School,Secondary,trend,Pupil Numbers,66,
2018,6203132,235,Na h-Eileanan Siar,Castlebay School,Secondary,trend,Pupil Teacher Ratio,4.4,
2018,6203132,235,Na h-Eileanan Siar,Castlebay School,Secondary,trend,Teacher Numbers (FTE),15,
2018,6204139,235,Na h-Eileanan Siar,Sir E Scott School,Secondary,trend,Average Class,0,
2018,6204139,235,Na h-Eileanan Siar,Sir E Scott School,Secondary,trend,Pupil Numbers,94,
2018,6204139,235,Na h-Eileanan Siar,Sir E Scott School,Secondary,trend,Pupil Teacher Ratio,4.8,
2018,6204139,235,Na h-Eileanan Siar,Sir E Scott School,Secondary,trend,Teacher Numbers (FTE),19.7,
2018,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,trend,Average Class,0,
2018,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,trend,Pupil Numbers,"1,035",
2018,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,trend,Pupil Teacher Ratio,11.7,
2018,6233139,235,Na h-Eileanan Siar,The Nicolson Institute,Secondary,trend,Teacher Numbers (FTE),88.5,
2018,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,trend,Average Class,0,
2018,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,trend,Pupil Numbers,283,
2018,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,trend,Pupil Teacher Ratio,8.3,
2018,6233430,235,Na h-Eileanan Siar,Sgoil Lionacleit,Secondary,trend,Teacher Numbers (FTE),34.1,
2018,8109931,130,Argyll & Bute,Islay High School,Secondary,trend,Average Class,0,
2018,8109931,130,Argyll & Bute,Islay High School,Secondary,trend,Pupil Numbers,199,
2018,8109931,130,Argyll & Bute,Islay High School,Secondary,trend,Pupil Teacher Ratio,8.3,
2018,8109931,130,Argyll & Bute,Islay High School,Secondary,trend,Teacher Numbers (FTE),24.1,
2018,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,trend,Average Class,0,
2018,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,trend,Pupil Numbers,360,
2018,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,trend,Pupil Teacher Ratio,9.7,
2018,8110034,130,Argyll & Bute,Campbeltown Grammar School,Secondary,trend,Teacher Numbers (FTE),37,
2018,8110131,130,Argyll & Bute,Tiree High School,Secondary,trend,Average Class,0,
2018,8110131,130,Argyll & Bute,Tiree High School,Secondary,trend,Pupil Numbers,32,
2018,8110131,130,Argyll & Bute,Tiree High School,Secondary,trend,Pupil Teacher Ratio,2.8,
2018,8110131,130,Argyll & Bute,Tiree High School,Secondary,trend,Teacher Numbers (FTE),11.5,
2018,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,trend,Average Class,0,
2018,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,trend,Pupil Numbers,679,
2018,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,trend,Pupil Teacher Ratio,10.4,
2018,8110239,130,Argyll & Bute,Dunoon Grammar School,Secondary,trend,Teacher Numbers (FTE),65.3,
2018,8110336,130,Argyll & Bute,Oban High School,Secondary,trend,Average Class,0,
2018,8110336,130,Argyll & Bute,Oban High School,Secondary,trend,Pupil Numbers,907,
2018,8110336,130,Argyll & Bute,Oban High School,Secondary,trend,Pupil Teacher Ratio,12.5,
2018,8110336,130,Argyll & Bute,Oban High School,Secondary,trend,Teacher Numbers (FTE),72.3,
2018,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,trend,Average Class,0,
2018,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,trend,Pupil Numbers,101,
2018,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,trend,Pupil Teacher Ratio,6,
2018,8110530,130,Argyll & Bute,Tarbert Academy,Secondary,trend,Teacher Numbers (FTE),16.7,
2018,8110638,130,Argyll & Bute,Tobermory High School,Secondary,trend,Average Class,0,
2018,8110638,130,Argyll & Bute,Tobermory High School,Secondary,trend,Pupil Numbers,126,
2018,8110638,130,Argyll & Bute,Tobermory High School,Secondary,trend,Pupil Teacher Ratio,6.4,
2018,8110638,130,Argyll & Bute,Tobermory High School,Secondary,trend,Teacher Numbers (FTE),19.7,
2018,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,trend,Average Class,0,
2018,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,trend,Pupil Numbers,454,
2018,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,trend,Pupil Teacher Ratio,10.9,
2018,8111030,130,Argyll & Bute,Lochgilphead High School,Secondary,trend,Teacher Numbers (FTE),41.8,
2018,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,trend,Average Class,0,
2018,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,trend,Pupil Numbers,307,
2018,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,trend,Pupil Teacher Ratio,10.2,
2018,8130434,130,Argyll & Bute,Rothesay Academy,Secondary,trend,Teacher Numbers (FTE),30.2,
2018,8200831,310,North Ayrshire,Arran High School,Secondary,trend,Average Class,0,
2018,8200831,310,North Ayrshire,Arran High School,Secondary,trend,Pupil Numbers,257,
2018,8200831,310,North Ayrshire,Arran High School,Secondary,trend,Pupil Teacher Ratio,9.3,
2018,8200831,310,North Ayrshire,Arran High School,Secondary,trend,Teacher Numbers (FTE),27.7,
2018,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,trend,Average Class,0,
2018,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,trend,Pupil Numbers,"1,205",
2018,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,trend,Pupil Teacher Ratio,12.2,
2018,8210039,310,North Ayrshire,St Matthew's Academy,Secondary,trend,Teacher Numbers (FTE),98.9,
2018,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,trend,Average Class,0,
2018,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,trend,Pupil Numbers,810,
2018,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,trend,Pupil Teacher Ratio,11.9,
2018,8214638,310,North Ayrshire,Ardrossan Academy,Secondary,trend,Teacher Numbers (FTE),67.8,
2018,8215030,310,North Ayrshire,Greenwood Academy,Secondary,trend,Average Class,0,
2018,8215030,310,North Ayrshire,Greenwood Academy,Secondary,trend,Pupil Numbers,"1,275",
2018,8215030,310,North Ayrshire,Greenwood Academy,Secondary,trend,Pupil Teacher Ratio,12.6,
2018,8215030,310,North Ayrshire,Greenwood Academy,Secondary,trend,Teacher Numbers (FTE),100.9,
